source_id,acgme_id,rise_program_id,program_name,state,domain,url,source_type,source_date,retrieved_at,confidence,domain_status
1804800006-S006,1804800006,RISE-NEURO-0010,Baylor University Medical Center Program,TX,26_sources_freshness_completion,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/hiring-policies,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800006-S009,1804800006,RISE-NEURO-0010,Baylor University Medical Center Program,TX,26_sources_freshness_completion,https://web.archive.org/web/20250916133521id_/https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/dallas/neurology-residency,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800006-S010,1804800006,RISE-NEURO-0010,Baylor University Medical Center Program,TX,26_sources_freshness_completion,https://web.archive.org/web/20260512210036id_/https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/dallas/neurology-residency,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800006-S026,1804800006,RISE-NEURO-0010,Baylor University Medical Center Program,TX,26_sources_freshness_completion,https://apps.acgme.org/ads/Public/Programs/Search?specialtyId=180&stateId=44,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800167-S001,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,1_identity_structure,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S002,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,1_identity_structure,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency/faculty-and-residents,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,1_identity_structure,https://freida.ama-assn.org/program/1804800167,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S004,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,1_identity_structure,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S005,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,1_identity_structure,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/internal-medicine-residency,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S006,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,1_identity_structure,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/dallas/neurology-residency,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S007,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,2_visa,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/hiring-policies,OFFICIAL_GME,,2026-09-11,HIGH,CONFLICT
1804800167-S008,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,2_visa,https://edge.sitecorecloud.io/baylorscott7127-bswhealth416c-prodb8d1-6471/media/Project/BSW/Sites/BSWHealth/Documents/Medical-Professionals/Education/Temple/gme-temple-house-staff-handbook.pdf,OFFICIAL_GME,,2026-09-11,HIGH,CONFLICT
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,2_visa,https://freida.ama-assn.org/program/1804800167,OFFICIAL_GME,,2026-09-11,HIGH,CONFLICT
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,3_step1_policy,https://freida.ama-assn.org/program/1804800167,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800167-S008,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,3_step1_policy,https://edge.sitecorecloud.io/baylorscott7127-bswhealth416c-prodb8d1-6471/media/Project/BSW/Sites/BSWHealth/Documents/Medical-Professionals/Education/Temple/gme-temple-house-staff-handbook.pdf,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800167-S001,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,3_step1_policy,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,4_step2_requirement_minimum,https://freida.ama-assn.org/program/1804800167,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800167-S001,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,4_step2_requirement_minimum,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800167-S008,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,4_step2_requirement_minimum,https://edge.sitecorecloud.io/baylorscott7127-bswhealth416c-prodb8d1-6471/media/Project/BSW/Sites/BSWHealth/Documents/Medical-Professionals/Education/Temple/gme-temple-house-staff-handbook.pdf,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800167-S009,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,4_step2_requirement_minimum,https://residencyadvisor.com/program/baylor-scott-white-medical-center-baylor-college-of-medicine-temple-program-neurology-temple-tx-1804800167,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,5_step2_timing,https://freida.ama-assn.org/program/1804800167,FREIDA,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800167-S001,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,5_step2_timing,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency,FREIDA,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800167-S008,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,5_step2_timing,https://edge.sitecorecloud.io/baylorscott7127-bswhealth416c-prodb8d1-6471/media/Project/BSW/Sites/BSWHealth/Documents/Medical-Professionals/Education/Temple/gme-temple-house-staff-handbook.pdf,FREIDA,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800167-S007,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,5_step2_timing,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/hiring-policies,FREIDA,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800167-S001,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,6_attempts_policy,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency,OFFICIAL_GME,,2026-09-11,MEDIUM,RESEARCHED_NOT_PUBLIC
1804800167-S007,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,6_attempts_policy,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/hiring-policies,OFFICIAL_GME,,2026-09-11,MEDIUM,RESEARCHED_NOT_PUBLIC
1804800167-S008,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,6_attempts_policy,https://edge.sitecorecloud.io/baylorscott7127-bswhealth416c-prodb8d1-6471/media/Project/BSW/Sites/BSWHealth/Documents/Medical-Professionals/Education/Temple/gme-temple-house-staff-handbook.pdf,OFFICIAL_GME,,2026-09-11,MEDIUM,RESEARCHED_NOT_PUBLIC
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,6_attempts_policy,https://freida.ama-assn.org/program/1804800167,OFFICIAL_GME,,2026-09-11,MEDIUM,RESEARCHED_NOT_PUBLIC
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,7_yog_limit,https://freida.ama-assn.org/program/1804800167,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800167-S007,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,7_yog_limit,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/hiring-policies,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800167-S008,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,7_yog_limit,https://edge.sitecorecloud.io/baylorscott7127-bswhealth416c-prodb8d1-6471/media/Project/BSW/Sites/BSWHealth/Documents/Medical-Professionals/Education/Temple/gme-temple-house-staff-handbook.pdf,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,8_usce_requirement,https://freida.ama-assn.org/program/1804800167,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800167-S001,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,8_usce_requirement,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800167-S007,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,8_usce_requirement,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/hiring-policies,FREIDA,,2026-09-11,HIGH,VERIFIED
1804800167-S007,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,9_ecfmg_requirement,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/hiring-policies,OFFICIAL_GME,,2026-09-11,HIGH,NOT_APPLICABLE
1804800167-S008,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,9_ecfmg_requirement,https://edge.sitecorecloud.io/baylorscott7127-bswhealth416c-prodb8d1-6471/media/Project/BSW/Sites/BSWHealth/Documents/Medical-Professionals/Education/Temple/gme-temple-house-staff-handbook.pdf,OFFICIAL_GME,,2026-09-11,HIGH,NOT_APPLICABLE
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,10_deadline_signaling,https://freida.ama-assn.org/program/1804800167,FREIDA,,2026-09-11,HIGH,PARTIALLY_VERIFIED
1804800167-S001,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,10_deadline_signaling,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency,FREIDA,,2026-09-11,HIGH,PARTIALLY_VERIFIED
1804800167-S010,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,10_deadline_signaling,https://cmss.org/wp-content/uploads/2026/06/OPDA-Guide_2026-2027_Adult-Neurology.pdf,FREIDA,,2026-09-11,HIGH,PARTIALLY_VERIFIED
1804800167-S002,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,11_current_residents,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency/faculty-and-residents,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,11_current_residents,https://freida.ama-assn.org/program/1804800167,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S001,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,11_current_residents,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S002,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,12_resident_medical_schools,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency/faculty-and-residents,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S002,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,13_resident_composition,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency/faculty-and-residents,OFFICIAL_PROGRAM,,2026-09-11,HIGH,CONFLICT
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,13_resident_composition,https://freida.ama-assn.org/program/1804800167,OFFICIAL_PROGRAM,,2026-09-11,HIGH,CONFLICT
1804800167-S002,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,14_leadership,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency/faculty-and-residents,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,14_leadership,https://freida.ama-assn.org/program/1804800167,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S011,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,14_leadership,https://www.bswhealth.com/physician/george-creel,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S012,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,14_leadership,https://www.bswhealth.com/physician/jeffrey-clark,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S013,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,14_leadership,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurophysiology-fellowship,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S001,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,14_leadership,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800167-S002,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency/faculty-and-residents,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S014,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/physician/ahmad-shawagfeh,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S015,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/physician/daniel-keyser,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S016,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/physician/lauren-fournier,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S017,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/physician/jason-neal,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S018,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/physician/arash-shadman,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S019,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/physician/mariam-mouti,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S020,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/physician/sowmya-katragadda,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S021,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/physician/seyed-jalali,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S022,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/physician/sai-mula,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S023,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/physician/jennifer-padilla,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S024,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/physician/duren-ready,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S025,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/physician/jennifer-murillo,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S026,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/physician/richard-lenehan,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S027,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/physician/randall-bossler,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S028,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/physician/paras-bhattarai,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S029,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://www.bswhealth.com/psychologist/richard-phenis,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,15_core_faculty,https://freida.ama-assn.org/program/1804800167,OFFICIAL_FACULTY_BIO,,2026-09-11,HIGH,VERIFIED
1804800167-S030,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,16_movement_disorders,https://www.bswhealth.com/specialties/neuroscience/plummer-movement-disorders-center,OFFICIAL_INSTITUTION,,2026-09-11,HIGH,VERIFIED
1804800167-S031,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,16_movement_disorders,https://www.bswhealth.com/locations/hospital/temple/neuroscience,OFFICIAL_INSTITUTION,,2026-09-11,HIGH,VERIFIED
1804800167-S001,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,16_movement_disorders,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency,OFFICIAL_INSTITUTION,,2026-09-11,HIGH,VERIFIED
1804800167-S002,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,16_movement_disorders,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency/faculty-and-residents,OFFICIAL_INSTITUTION,,2026-09-11,HIGH,VERIFIED
1804800167-S014,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,16_movement_disorders,https://www.bswhealth.com/physician/ahmad-shawagfeh,OFFICIAL_INSTITUTION,,2026-09-11,HIGH,VERIFIED
1804800167-S015,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,16_movement_disorders,https://www.bswhealth.com/physician/daniel-keyser,OFFICIAL_INSTITUTION,,2026-09-11,HIGH,VERIFIED
1804800167-S004,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,16_movement_disorders,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple,OFFICIAL_INSTITUTION,,2026-09-11,HIGH,VERIFIED
1804800167-S001,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,17_ms_neuroimmunology,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800167-S002,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,17_ms_neuroimmunology,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency/faculty-and-residents,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800167-S031,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,17_ms_neuroimmunology,https://www.bswhealth.com/locations/hospital/temple/neuroscience,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800167-S032,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,17_ms_neuroimmunology,https://www.bswhealth.com/doctors/neurology?location=Temple%2C%20TX,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800167-S004,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,17_ms_neuroimmunology,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800167-S023,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,17_ms_neuroimmunology,https://www.bswhealth.com/physician/jennifer-padilla,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800167-S019,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,17_ms_neuroimmunology,https://www.bswhealth.com/physician/mariam-mouti,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800167-S013,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,18_fellowships,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurophysiology-fellowship,OFFICIAL_FELLOWSHIP,,2026-09-11,HIGH,VERIFIED
1804800167-S004,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,18_fellowships,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple,OFFICIAL_FELLOWSHIP,,2026-09-11,HIGH,VERIFIED
1804800167-S001,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,18_fellowships,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency,OFFICIAL_FELLOWSHIP,,2026-09-11,HIGH,VERIFIED
1804800167-S001,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,19_graduate_outcomes,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency,OFFICIAL_PROGRAM,,2026-09-11,HIGH,RESEARCHED_NOT_PUBLIC
1804800167-S002,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,19_graduate_outcomes,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency/faculty-and-residents,OFFICIAL_PROGRAM,,2026-09-11,HIGH,RESEARCHED_NOT_PUBLIC
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,19_graduate_outcomes,https://freida.ama-assn.org/program/1804800167,OFFICIAL_PROGRAM,,2026-09-11,HIGH,RESEARCHED_NOT_PUBLIC
1804800167-S005,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,19_graduate_outcomes,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/internal-medicine-residency,OFFICIAL_PROGRAM,,2026-09-11,HIGH,RESEARCHED_NOT_PUBLIC
1804800167-S001,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,20_board_pass_rate,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/neurology-residency,OFFICIAL_PROGRAM,,2026-09-11,HIGH,RESEARCHED_NOT_PUBLIC
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,20_board_pass_rate,https://freida.ama-assn.org/program/1804800167,OFFICIAL_PROGRAM,,2026-09-11,HIGH,RESEARCHED_NOT_PUBLIC
1804800167-S005,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,20_board_pass_rate,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/temple/internal-medicine-residency,OFFICIAL_PROGRAM,,2026-09-11,HIGH,RESEARCHED_NOT_PUBLIC
1804800167-S033,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,20_board_pass_rate,https://apps.acgme.org/ads/Public/Programs/Detail?programId=1804800167,OFFICIAL_PROGRAM,,2026-09-11,HIGH,RESEARCHED_NOT_PUBLIC
1804800167-S034,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,21_salary_benefits,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/stipend-and-benefits,OFFICIAL_HR_BENEFITS,,2026-09-11,HIGH,VERIFIED
1804800167-S035,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,21_salary_benefits,https://www.bswhealth.com/medical-professionals/education/graduate-medical-education/well-being-resources,OFFICIAL_HR_BENEFITS,,2026-09-11,HIGH,VERIFIED
1804800167-S003,1804800167,RISE-NEURO-0009,Baylor Scott & White Medical Center - Baylor College of Medicine (Temple) Program,TX,21_salary_benefits,https://freida.ama-assn.org/program/1804800167,OFFICIAL_HR_BENEFITS,,2026-09-11,HIGH,VERIFIED
