program_specialty_id,program_id,acgme_id,program_name,institution,state,specialty,research_depth,paid_work_class,exact_missing_depth_domains,missing_high_value_domains,student_value_priority,img_do_visa_relevance,recommended_provider,validation_route,observed_cost_low_usd,observed_cost_expected_usd,observed_cost_high_usd,priority_score
rise_ps_f266e4ab-3ce3-5c62-a422-e4024073c254,rise_prg_f247ec74-8202-522b-bb5e-6870465a4c3d,1400400003,University of Arkansas for Medical Sciences Regional Centers Program,University of Arkansas for Medical Sciences Regional Centers,AR,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_5e3162af-6711-5655-b85d-34837bce28c0,rise_prg_72e3c618-131d-577d-a18f-abd211f42cd8,1400400924,University of Arkansas for Medical Sciences (UAMS) College of Medicine (Northwest) Program,University of Arkansas for Medical Sciences (UAMS) College of Medicine,AR,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_f97d1a12-8c4d-5b55-9fa5-89ea9c271592,rise_prg_da6408d2-99c2-5609-b536-17790b27c265,1400400929,CHI St. Vincent - Hot Springs Program,Morehouse School of Medicine,AR,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|deadline|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|deadline,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_b6c54627-9fae-5d62-b0a8-f0291df443ec,rise_prg_b0727448-d224-58f0-bba3-18eaf5654324,1400421030,University of Arkansas for Medical Sciences (UAMS) College of Medicine Program,University of Arkansas for Medical Sciences (UAMS) College of Medicine,AR,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|deadline|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|deadline,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_01e8a06c-1db0-58cf-8ae0-9ec3b817cb2f,rise_prg_894194ff-22e5-53ff-a9b5-7ae9b1d07eb8,1400500921,College Medical Center Program,College Medical Center,CA,Internal Medicine,BASIC,DELTA_MEDIUM,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_f077a98c-b634-5754-921d-53a496aec9f0,rise_prg_2cecefcb-2f56-58c2-9a94-6d5c82432314,1400500929,San Ysidro Health Program,San Ysidro Health,CA,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_774b08ce-6433-51eb-9066-27f81e717bae,rise_prg_d816aa44-2fdb-575c-8cee-8caac3667f7e,1400531039,St Mary Medical Center Program,St Mary Medical Center,CA,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|yog|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|yog|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_4ced16ad-0133-5317-9497-f4170e27dafe,rise_prg_aec06b0c-9a5a-59b9-ae90-fdb9862048a9,1400811074,Bridgeport Hospital/Yale University Program,Bridgeport Hospital,CT,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,comlex|attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: comlex|attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_228f16fd-dde1-53ce-8a91-9828d0f0e4cf,rise_prg_5d0b2337-e19c-5d06-924b-b8ccf588e1a5,1400811087,Stamford Hospital/Columbia University College of Physicians and Surgeons Program,Stamford Hospital,CT,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_59283455-3fbc-5091-aa4d-1864464897b7,rise_prg_43b3433e-75e3-5a3e-899b-78b8f22e08a8,1400821496,Yale-New Haven Medical Center (Primary Care) Program,Yale-New Haven Hospital,CT,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,comlex|attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: comlex|attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_b5822047-15a1-5148-89b5-d47d96cdc004,rise_prg_4e7f8e52-5987-5fc9-b8bd-f20e2f28535f,1400831077,Griffin Hospital Program,Griffin Hospital,CT,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|yog|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|yog|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_74002008-cbfd-5ed2-a567-ad30f168a2d3,rise_prg_8f150c78-d592-5069-877f-cc647fc22a6f,1400831086,Nuvance Health Consortium (Norwalk Hospital/Yale University) Program,Norwalk Hospital,CT,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,comlex|attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: comlex|attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_25fd86cc-acd3-5ff8-9b3b-4e357851a5fc,rise_prg_4865eac9-0114-582a-b7d1-52c40fa16e88,1401021093,George Washington University Program,George Washington University School of Medicine,DC,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,comlex|attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: comlex|attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_98fa5d74-7c38-5921-8234-dd8247dbbac6,rise_prg_4c8414c8-1ae7-5758-ae50-5c2bf08cc019,1401200002,St Francis-Emory Healthcare Program,St Francis-Emory Healthcare,GA,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_01359d3e-8ec1-5b5a-816f-5811e17b45cd,rise_prg_6802282f-8375-5fe4-81c1-8db6187737e1,1401200930,AdventHealth Redmond Program,AdventHealth Redmond,GA,Internal Medicine,BASIC,DELTA_MEDIUM,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_89f835aa-5eeb-5e76-a011-4a533a4c8fbb,rise_prg_437a377b-2980-52cd-887c-2266aaa70cb6,1401400904,Kaiser Permanente Hawaii Program,Kaiser Permanente Hawaii,HI,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_14b68456-6d21-568c-83c9-7ebef95384b7,rise_prg_a5987362-bb7a-518c-9071-67b129272c4e,1401512544,University of Washington [Boise] Program,University of Washington School of Medicine,ID,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_728ae3b4-85cc-5f29-8673-43df913ce156,rise_prg_948689a9-602e-5bdb-a005-09628990b95d,1402031142,University of Louisville School of Medicine Program,University of Louisville School of Medicine,KY,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|deadline|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|deadline,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_50aace30-b62e-58ed-ae4a-cf1848d97f71,rise_prg_c90cc0a9-686e-57fe-b34e-cd1a609e9d6d,1402100002,St Francis Medical Center Program,St Francis Medical Center,LA,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|deadline|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|deadline,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_d7afa21a-fd11-5ca9-8cb3-e8afdf2fcd3e,rise_prg_91d7e874-bc0a-57c8-999f-ee386e448167,1402300490,Kaiser Permanente Mid-Atlantic States Program,Kaiser Permanente Mid-Atlantic States,MD,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_df0f07f6-a8cc-5403-9cce-ce5511a37c0e,rise_prg_17857aa1-08c9-5586-be88-592be1ac5238,1402312156,St Agnes HealthCare Program,St Agnes HealthCare,MD,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|deadline|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|deadline,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_07de58e2-4635-50c1-b7a1-8c3105645e24,rise_prg_f6f978ac-9699-55df-8745-acf958f435c2,1402500913,Henry Ford Genesys Hospital Program,Henry Ford Genesys Hospital,MI,Internal Medicine,BASIC,DELTA_MEDIUM,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_bdb17d1a-8240-54c9-8f15-eba38ace1e9c,rise_prg_98ad37d1-d7f4-558f-9f07-96260523a618,1402700211,Baptist Memorial Medical Education (Columbus) Program,Baptist Memorial Medical Education,MS,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|deadline|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|deadline,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_ae117137-d696-560f-88ab-074718c0af95,rise_prg_408720fb-f144-58e1-ae73-eab2b539f231,1402800915,Kansas City University GME Consortium (KCU-GME Consortium)/Freeman Program,Kansas City University GME Consortium (KCU-GME Consortium),MO,Internal Medicine,BASIC,DELTA_MEDIUM,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_2df43451-e275-538c-bbcd-b6dcf383e5b3,rise_prg_d592a672-c5ec-551e-a95f-ef861ab4dfb0,1403321518,Rutgers Health/Newark Beth Israel Medical Center Program,Rutgers Health,NJ,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_e48280b6-9bf8-5ad2-98fd-bc6584ba0879,rise_prg_843cb1b1-8dde-5aa0-bbe5-7bf5f38c542f,1403600327,Southeastern Regional Medical Center Program,Campbell University,NC,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_feceb285-8155-5fb8-bdd3-5f5be6cc40db,rise_prg_c6b4ac29-208c-543a-b271-34df828ad1b8,1403600332,WakeMed Health and Hospitals Program,WakeMed Health and Hospitals,NC,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_c3b793bc-347d-5b99-8c94-2e7552794277,rise_prg_2f5c7135-bede-5461-b188-887a1e9cd766,1403800534,OhioHealth/Doctors Hospital Program,OhioHealth,OH,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_7b9c098e-cd6d-52eb-8ceb-f74dad569489,rise_prg_f4c45470-748b-53b4-8df3-7a17d623af50,1403800535,Fairfield Medical Center Program,Fairfield Medical Center,OH,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_7a175bd6-97cc-504b-aa64-6d1150aa1539,rise_prg_22ada4f4-d8b5-5617-8d6a-16d37166ca80,1403800538,Kettering Health Network/Grandview Medical Center Program,Kettering Health Network,OH,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_200ec33d-c6e5-5cd5-8e4b-dabbe8c87c1a,rise_prg_257c46db-b874-575b-a1fc-a167379a5601,1403800540,University Hospitals Community Consortium (Westlake) Program,University Hospitals Community Consortium,OH,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_74864031-41e9-5281-bea8-6e101bab807b,rise_prg_5630b59b-ae21-57b3-bb0b-4d0fbd2cec5f,1403800542,University Hospitals Community Consortium (Parma) Program,University Hospitals Community Consortium,OH,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_99d3a23e-f211-5fe3-a75b-f2a0175917ac,rise_prg_e35d0143-06ac-5982-a9d2-d7846ff5a3e6,1403811336,The MetroHealth System/Case Western Reserve University Program,The MetroHealth System/Case Western Reserve University,OH,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|deadline|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|deadline,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_cde7fbe9-d199-5d9c-ab43-f5b3335e2067,rise_prg_6c9f484f-c5c4-517d-a131-c4a17c0a73bf,1403821345,Wright State University Program,Wright State University Boonshoft School of Medicine,OH,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_1b3d66e9-4429-5f26-b6d8-1647b71c850d,rise_prg_6afc1f70-08ed-53ca-bc7c-91deb0a746ec,1403831332,TriHealth (Good Samaritan Hospital) Program,TriHealth,OH,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|deadline|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|deadline,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_03f19477-0368-5508-b149-b773f681e058,rise_prg_9c0730b2-7b75-54b7-8caf-c40b0ceaa23b,1403900001,Oklahoma State University Center for Health Sciences (Stillwater) Program,Oklahoma State University Center for Health Sciences,OK,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_3edc70e0-f3b1-5c86-9b51-40886a6da006,rise_prg_bfc055ff-cf84-57b1-9064-68a0dcd4d7dc,1403921351,University of Oklahoma Health Sciences Center Program,University of Oklahoma College of Medicine,OK,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|deadline|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|deadline,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_533d92f7-c741-5617-8629-feef8b207895,rise_prg_6ff777cb-4e8d-5458-b9e6-3cf6793145ef,1404011353,Legacy Health/Emanuel Medical Center Program,Legacy Health,OR,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_69e4904b-0b3c-527b-9862-d8663b45173b,rise_prg_68054f5b-9a76-53c9-be85-9d6ad08a738e,1404031356,Providence Health & Services-Oregon/St Vincent Hospital and Medical Center Program,Providence Health & Services-Oregon,OR,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_2507e248-f759-5eb3-b930-ea3470f93426,rise_prg_8ebd169a-2353-509d-bc38-c86a6ed01724,1404200003,Baptist Memorial Medical Education (Oxford) Program,Baptist Memorial Medical Education,MS,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|deadline|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|deadline,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_f77341e3-a5c4-5356-8e6e-fa804beef9e5,rise_prg_4a997753-213e-59be-bd04-8c5fa2ba4f1b,1404211453,Damas Hospital Program,Damas Hospital,PR,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,comlex|attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: comlex|attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_a2a2af27-5969-5afb-922d-6462b04f5d3b,rise_prg_8a6fe778-f4ce-5898-a04f-4e4f033149d3,1404221397,University of Puerto Rico Program,University of Puerto Rico School of Medicine,PR,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,comlex|attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: comlex|attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_a4a2d40d-b3ba-57d1-bce8-231b95376165,rise_prg_5402c5e4-25de-51b8-bdd7-f64469cc7ace,1404300001,New York Medical College/Landmark Medical Center Program,New York Medical College,RI,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|deadline|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|deadline,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_a5e53a59-b678-5918-97d4-2fc34926e0c2,rise_prg_f2d0535d-cbd6-527a-8521-368085d519a0,1404721478,University of Tennessee (Nashville) Program,University of Tennessee College of Medicine,TN,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_bd8208a9-27cc-5cae-b05c-4ab8f9e95d75,rise_prg_5dacfa07-d53e-5e55-842e-92899bec9d8b,1404812008,William Beaumont Army Medical Center Program,William Beaumont Army Medical Center,TX,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_203a64fb-4c71-5d82-848f-69b838f3e6af,rise_prg_a70cae37-ec08-5df6-9385-c5c320f62fd5,1405100437,Wellmont Health System/Norton Community Hospital Program,Wellmont Health System,VA,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_b90b2d1e-c275-5d61-82f2-51c5e01fa060,rise_prg_da85e37d-3e15-5cc4-8f9c-5b9da643c4b7,1405400001,Virginia Mason Franciscan Health/St Joseph's Hospital Program,Virginia Mason Franciscan Health,WA,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_d3c78cb5-9b72-5415-894c-360ac9581057,rise_prg_963532e8-48ae-5afb-84b5-fa60b0f90099,1405400439,Skagit Regional Health Program,Skagit Regional Health,WA,Internal Medicine,BASIC,FULL,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
