program_specialty_id,program_id,acgme_id,program_name,institution,state,specialty,research_depth,research_state,approved_domain_count,approved_research_fields,pending_research_fields,approved_source_claims,conflict_claims,researched_not_found_claims,insufficient_evidence_claims,available_high_value_domains,missing_high_value_domains,exact_missing_depth_domains,missing_domain_count,no_more_research,paid_work_class,student_value_priority,img_do_visa_relevance,recommended_provider,validation_route,observed_cost_low_usd,observed_cost_expected_usd,observed_cost_high_usd,priority_score
rise_ps_c5cc6b20-5ccf-5cd1-980f-f08dbd7dff5e,rise_prg_218f1d08-c322-5acf-821c-3d5892df3475,1200521564,Dignity Health Methodist Hospital of Sacramento Program,Dignity Health Methodist Hospital of Sacramento,CA,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,yog|resident_composition,step2|comlex|attempts|usce|visa|leadership|resident_roster|resident_medical_school|deadline|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,11,NO,FULL,Missing applicant gates: step2|comlex|attempts|usce|visa|deadline,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,100
rise_ps_529f5977-d47b-506c-bdfe-871c1e872779,rise_prg_75ccba46-3558-590f-9c65-2118954bc09e,1200500003,Dignity Health Methodist Hospital of Sacramento/Sierra Nevada Memorial Hospital Program,Dignity Health Methodist Hospital of Sacramento,CA,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_e3484269-6816-5ab6-a3d8-3b720ec65432,rise_prg_bd6c69e0-babb-5297-9caf-e0fb853264a8,1200511053,Dignity Health Northridge Hospital Medical Center Program,Dignity Health Northridge Hospital Medical Center,CA,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,yog|resident_composition|deadline,step2|comlex|attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,10,NO,FULL,Missing applicant gates: step2|comlex|attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,91
rise_ps_24301ff0-f196-5476-95ee-0f07e7b4a9d2,rise_prg_3ca67dd8-8650-511f-a345-394de869bdee,1204800005,Doctors Hospital at Renaissance Ltd Program,Doctors Hospital at Renaissance Ltd,TX,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition,attempts|usce|leadership|resident_roster|resident_medical_school|deadline|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|deadline,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_b9503eea-2ae3-5499-a933-ebfa77b6f4b3,rise_prg_b999c404-4fff-597d-bfe2-cefbe2fa89ff,1204100005,Doylestown Hospital Program,Doylestown Hospital,PA,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,yog|resident_composition|deadline,step2|comlex|attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,10,NO,FULL,Missing applicant gates: step2|comlex|attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,91
rise_ps_911e65ef-cea6-56fd-8dde-240f2c1bcfd2,rise_prg_61310cab-0bdc-5b99-a1eb-0cd0c3499f6d,1204200710,Dr Ramon E Betances Hospital-Mayaguez Medical Center Program,Ramon E Betances Hospital-Mayaguez Medical Center,PR,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|yog|resident_composition|deadline,comlex|attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,9,NO,FULL,Missing applicant gates: comlex|attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,79
rise_ps_3ceb9634-9d54-5483-a6bf-72c806935e1b,rise_prg_c4dfab80-fa0a-5b41-beb0-df0f0463c55a,1203621222,Duke University Hospital Program,Duke University Hospital,NC,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_c2e30c02-8121-546c-80d1-0d0431ddeef5,rise_prg_c01e0b82-15ea-526f-abda-6c1235ed1f2e,1203600671,Duke University Hospital Rural Program,Duke University Hospital,NC,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_c7f88127-3f92-585e-9e8e-35a6d6eef627,rise_prg_19e14863-4591-5c68-a6bf-08494d8f3d07,1201221009,Dwight David Eisenhower Army Medical Center Program,Dwight David Eisenhower Army Medical Center,GA,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_44924d23-742f-5cda-94c7-80a8da3f2749,rise_prg_5d34f25e-b906-5ddc-931a-63c51fe07824,1202700560,East Central Mississippi Health Network Inc Program,East Central Mississippi Health Network Inc,MS,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_4e9e21c5-d60d-56a5-a712-e23ad92c89aa,rise_prg_837078e9-d256-5954-bb8c-58994d033f64,1202121631,East Jefferson General Hospital Program,East Jefferson General Hospital,LA,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_e82356d6-ac66-528a-8d11-97b5e079243e,rise_prg_f5257d2b-fc44-54ea-bda2-52fb96222e63,1203800709,East Liverpool City Hospital Program,East Liverpool City Hospital,OH,Family Medicine,ENRICHED,VERIFIED_RESEARCH,10,research.caribbean_accessibility|research.do_accessibility|research.fellowship_inventory|research.img_accessibility|research.leadership,residentRoster,7,2,4,0,step2|comlex|yog|visa|leadership|resident_composition|deadline|fellowships_outcomes,attempts|usce|resident_roster|resident_medical_school|why_this_program,residentRoster|boardPerformance,5,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,48
rise_ps_4c3a6442-42a5-5f6c-ab27-1f0a96f6ce2d,rise_prg_111a0123-33f3-57ec-9e2d-8105d9f54983,1204731296,East Tennessee State University/Quillen College of Medicine (Bristol) Program,East Tennessee State University/Quillen College of Medicine,TN,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_f89fa26d-3df9-5fcd-b4cf-683ac3e6bd44,rise_prg_78269906-b000-5b33-a3e0-2c46c4549170,1204731297,East Tennessee State University/Quillen College of Medicine (Kingsport) Program,East Tennessee State University/Quillen College of Medicine,TN,Family Medicine,DEEP,VERIFIED_RESEARCH,10,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|fellowships_outcomes|why_this_program,boardPerformance|fellowshipOutcomes,4,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,41
rise_ps_91ebb93a-8147-5d27-8e2e-f636cb10a118,rise_prg_0454866b-b615-5199-b9e4-af861bc96235,1204721410,East Tennessee State University/Quillen College of Medicine Program,East Tennessee State University/Quillen College of Medicine,TN,Family Medicine,DEEP,VERIFIED_RESEARCH,10,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|fellowships_outcomes|why_this_program,boardPerformance|fellowshipOutcomes,4,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,41
rise_ps_059167b4-255f-5ed4-bdfd-c2521fc46f07,rise_prg_79001096-6f7b-5bfd-8e95-9f978066581d,1200800723,Eastern Connecticut Health Network Program,Eastern Connecticut Health Network,CT,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_e7df5783-0bf2-5fbc-9a03-a7589cfe71cc,rise_prg_12aa7db0-3da5-5202-b985-5da0fcb4e44f,1202212152,Eastern Maine Medical Center Program,Eastern Maine Medical Center,ME,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_f73455e6-5470-53b8-bdc2-76d1a377bd6a,rise_prg_6a86f5bd-811e-59ff-a694-82354653a20a,1203600674,ECU Health Medical Center Program,ECU Health Medical Center,NC,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_81a4a4c5-e440-571e-8ec0-3869c73ab4f5,rise_prg_386c0a7d-a223-5f8c-94cb-db64113a5751,1203611225,ECU Health Medical Center/East Carolina University Program,ECU Health Medical Center,NC,Family Medicine,DEEP,VERIFIED_RESEARCH,10,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|fellowships_outcomes|why_this_program,boardPerformance|fellowshipOutcomes,4,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,41
rise_ps_85800c18-b0fe-553d-8589-d057a2dd37b5,rise_prg_4aeea113-8485-51b2-9589-1efc09d68471,1200512708,Eisenhower Medical Center Program,Eisenhower Medical Center,CA,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,53
rise_ps_df443a2c-f941-5b8f-ac4a-f2ef10d8ce04,rise_prg_8e3cc816-af79-56a2-9569-7ccd67bd84e9,1200300004,El Rio Health Program,El Rio Health,AZ,Family Medicine,BASIC,NOT_YET_RESEARCHED,6,,,0,0,0,0,step2|comlex|yog|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,9,NO,FULL,Missing applicant gates: attempts|usce|visa,UNKNOWN,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,62
rise_ps_672818d9-9c0c-5526-9d75-baf62a2b4f7c,rise_prg_4211358e-77ec-5054-ad6f-c603ae12d7f4,1200300721,El Rio Health/Elk Ridge Community Health Program,El Rio Health,AZ,Family Medicine,ENRICHED,VERIFIED_RESEARCH,8,research.leadership,,1,0,0,0,step2|comlex|yog|leadership|resident_composition|deadline,attempts|usce|visa|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,59
rise_ps_9cf438da-9763-5e9b-8e12-3746ac3623d5,rise_prg_4eaa59ac-0240-5b7d-8d10-9b9b18a7eec3,1203512215,Ellis Hospital of Schenectady Program,Ellis Hospital,NY,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_d0717ce0-4697-507d-9c66-6680bf4a33d3,rise_prg_b2f82ee1-6256-52c0-89a1-db5fc11189e9,1200500743,Emanate Health Program,Emanate Health,CA,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_bc0a51cb-37d6-5a35-9f93-09b903e7a53d,rise_prg_33cca0d2-59c0-5616-9b37-14a6592f37c0,1201221562,Emory University School of Medicine Program,Emory University School of Medicine,GA,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_a642170c-a5f3-51cb-b1ad-3cdc691d1ba3,rise_prg_e0a824e1-f7a5-5a66-8bb2-f4a726d8f29b,1201100003,Evara Health Program,Nova Southeastern University College of Osteopathic Medicine,FL,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_5a56522d-a193-5ad8-b16e-8117a925c3df,rise_prg_a31036f3-35ed-551f-ba5c-caea525bb3cb,1203800707,Fairfield Medical Center Program,Fairfield Medical Center,OH,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,53
rise_ps_0f117445-eba0-5d21-8460-f37beb72c97e,rise_prg_65f91df3-b7e1-5e23-bb02-565feaf978ab,1200500736,Family Health Centers of San Diego Program,Family Health Centers of San Diego,CA,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_c0ce7005-21e9-582c-9eb5-f72c971d2e1f,rise_prg_63957ac7-3f14-5c58-9b6f-973de5520dbf,1203800698,Firelands Regional Medical Center Program,Firelands Regional Medical Center,OH,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,53
rise_ps_91226a5a-a2c4-5c08-b236-1e061022aabb,rise_prg_cdd05ed1-8ff3-5152-b5a1-efba2dbbc5dc,1201100721,Florida International University/Baptist Health Program,Florida International University,FL,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_6a246158-3f61-591e-944e-f83da70a6d76,rise_prg_1dbd82ff-9dbe-509f-9ddb-7091c915232f,1201100004,Florida State University College of Medicine Program,University of Florida College of Medicine,FL,Family Medicine,ENRICHED,VERIFIED_RESEARCH,8,research.leadership,residentRoster,1,1,0,0,step2|comlex|yog|leadership|resident_composition|deadline,attempts|usce|visa|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,63
rise_ps_fd6be105-02fc-5768-bb97-c5c06619d1d5,rise_prg_aa4b5673-b493-5028-b1eb-0a243a458729,1201100749,Florida State University College of Medicine Program,Florida State University College of Medicine,FL,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_cdc8e856-17b9-595a-9694-22152fa6c383,rise_prg_bfc0ac76-3532-55b7-8f01-1f05428a23d6,1201111086,Florida State University College of Medicine Program,Tallahassee Memorial HealthCare,FL,Family Medicine,DEEP,VERIFIED_RESEARCH,11,research.caribbean_accessibility|research.do_accessibility|research.fellowship_inventory|research.img_accessibility|research.leadership|research.resident_roster|research.visa,,9,0,2,1,step2|comlex|yog|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline|fellowships_outcomes,attempts|usce|why_this_program,boardPerformance,3,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,38
rise_ps_afe97c83-f917-5254-aa64-2329a3b0bfb4,rise_prg_1d40f8c2-a948-52dd-a83b-decbc8719666,1201100728,Florida State University College of Medicine/Lee Memorial Health System Program,Florida State University College of Medicine,FL,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_6e02bdc9-c8b8-52fb-bf01-fca5f0fb6422,rise_prg_a51345b6-b9f1-5f04-98b8-830830f78117,1202700559,Forrest General Hospital Program,Forrest General Hospital,MS,Family Medicine,ENRICHED,VERIFIED_RESEARCH,8,research.leadership,,1,0,0,1,step2|comlex|yog|leadership|resident_composition|deadline,attempts|usce|visa|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,59
rise_ps_80deb416-a41a-574f-895a-55a743283123,rise_prg_1976b22c-fd75-503b-9a9a-7cd64b82637d,1201721121,Fort Wayne Medical Education Program,Fort Wayne Medical Education Program,IN,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_864ba7c8-6565-56a0-836b-8316e1bbc19c,rise_prg_b5c67ba0-bb16-5c3d-a527-c262b82b3e7a,1201711125,Franciscan Health Indianapolis Program,Franciscan Health Indianapolis,IN,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_55ea0377-6bae-5b2a-a48f-3816861e0789,rise_prg_aaed99ae-5fec-5575-81ca-99f074ec5e44,1200100005,Franklin Primary Health Center Program,Franklin Primary Health Center,AL,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|visa|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,8,NO,FULL,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_8fd460f9-68d9-5509-bb7c-be5fa596acb5,rise_prg_40796377-6c80-5ab7-91a9-bf722a41c744,1201511097,Full Circle Health/Family Medicine Residency of Idaho (Boise) Program,Full Circle Health,ID,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_b957cac2-7c2e-587a-99eb-6399c92c4d93,rise_prg_379fe2ce-3f61-51a4-b84b-95a4d665282e,1201521588,Full Circle Health/Family Medicine Residency of Idaho (Caldwell) Program,Full Circle Health,ID,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,53
rise_ps_b5b002fd-54a7-5caf-9944-920dab27d74a,rise_prg_1009c515-1dfd-55a0-a170-02739d078845,1201521698,Full Circle Health/Family Medicine Residency of Idaho (Magic Valley) Program,Full Circle Health,ID,Family Medicine,DEEP,VERIFIED_RESEARCH,10,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|fellowships_outcomes|why_this_program,boardPerformance|fellowshipOutcomes,4,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,41
